"tripId","startTime","endTime","bikeId","revenue","currency","discountReason"
,2023-01-02T18:23:01Z,2023-01-02T18:28:25Z,S003132,0.675,EUR,
,2023-01-02T18:30:04Z,2023-01-02T18:34:57Z,S003051,0.875,EUR,
,2023-01-02T19:19:30Z,2023-01-02T19:34:57Z,S003051,1.8833333333333335,EUR,
,2023-01-02T20:59:44Z,2023-01-02T21:03:51Z,S003132,1.0416666666666667,EUR,
,2023-01-02T21:21:09Z,2023-01-02T21:25:05Z,S003132,0.8333333333333335,EUR,
,2023-01-03T07:13:43Z,2023-01-03T07:23:41Z,S003132,1.125,EUR,
,2023-01-03T09:26:24Z,2023-01-03T09:38:01Z,S003132,1,EUR,ponyMember
,2023-01-03T15:01:40Z,2023-01-03T15:13:01Z,S003051,1.5166666666666668,EUR,
,2023-01-03T15:58:03Z,2023-01-03T16:05:32Z,S003051,1.15,EUR,
,2023-01-03T17:04:59Z,2023-01-03T17:11:37Z,S003051,1.0583333333333333,EUR,
,2023-01-03T17:46:15Z,2023-01-03T18:00:09Z,S003132,1.575,EUR,
,2023-01-03T18:04:23Z,2023-01-03T18:17:58Z,S003132,1,EUR,ponyMember
,2023-01-03T19:24:17Z,2023-01-03T19:29:00Z,S003051,0.875,EUR,
,2023-01-03T20:24:17Z,2023-01-03T20:26:53Z,S003051,0.6916666666666668,EUR,
,2023-01-03T22:52:31Z,2023-01-03T22:55:26Z,S003132,0.625,EUR,
,2023-01-03T22:56:55Z,2023-01-03T22:59:03Z,S003132,0.625,EUR,
,2023-01-03T23:09:27Z,2023-01-03T23:12:30Z,S003132,0.8333333333333335,EUR,
,2023-01-03T23:25:28Z,2023-01-03T23:32:14Z,S003132,1.4583333333333335,EUR,
,2023-01-04T06:54:37Z,2023-01-04T07:01:49Z,S003051,1.15,EUR,
,2023-01-04T07:23:02Z,2023-01-04T07:27:09Z,S003132,0.5625,EUR,
,2023-01-04T07:48:42Z,2023-01-04T07:52:35Z,S003051,0.7833333333333334,EUR,
,2023-01-04T10:04:13Z,2023-01-04T10:07:43Z,S003051,0.7833333333333334,EUR,
,2023-01-04T10:36:43Z,2023-01-04T10:39:55Z,S003132,0.45,EUR,
,2023-01-04T11:14:01Z,2023-01-04T11:24:12Z,S003132,1.2375,EUR,
,2023-01-04T11:31:59Z,2023-01-04T11:41:33Z,S003132,1.125,EUR,
,2023-01-04T13:39:43Z,2023-01-04T13:45:10Z,S003051,0.9666666666666667,EUR,
,2023-01-04T15:34:23Z,2023-01-04T15:38:36Z,S003132,0.5625,EUR,
,2023-01-04T19:05:34Z,2023-01-04T19:16:32Z,S003051,1.425,EUR,
,2023-01-05T06:42:20Z,2023-01-05T06:55:41Z,S003132,1.575,EUR,
,2023-01-05T07:48:38Z,2023-01-05T07:54:22Z,S003132,0.675,EUR,
,2023-01-05T16:44:32Z,2023-01-05T16:52:24Z,S003051,1.0533333333333335,EUR,ponyMember
,2023-01-05T16:58:25Z,2023-01-05T17:02:19Z,S003051,0.6866666666666668,EUR,ponyMember
,2023-01-05T19:23:00Z,2023-01-05T19:37:09Z,S003132,1,EUR,ponyMember
,2023-01-05T23:04:30Z,2023-01-05T23:06:45Z,S003132,0.625,EUR,
,2023-01-05T23:56:37Z,2023-01-06T00:00:39Z,S003132,1.0416666666666667,EUR,
,2023-01-06T01:42:31Z,2023-01-06T01:48:52Z,S003132,1.4583333333333335,EUR,
,2023-01-06T09:00:07Z,2023-01-06T09:09:40Z,S003132,1.125,EUR,
,2023-01-06T09:11:55Z,2023-01-06T09:21:56Z,S003051,1.3283333333333334,EUR,ponyMember
,2023-01-06T10:05:41Z,2023-01-06T10:12:42Z,S003132,0.9,EUR,
,2023-01-06T10:23:03Z,2023-01-06T10:32:25Z,S003132,1.125,EUR,
,2023-01-06T12:49:13Z,2023-01-06T12:58:59Z,S003132,1.125,EUR,
,2023-01-06T13:02:07Z,2023-01-06T13:04:51Z,S003132,0.3375,EUR,
,2023-01-06T14:34:10Z,2023-01-06T14:39:38Z,S003132,0.675,EUR,
,2023-01-06T14:50:39Z,2023-01-06T14:54:34Z,S003132,0.45,EUR,
,2023-01-06T17:38:30Z,2023-01-06T17:44:19Z,S003132,0.675,EUR,
,2023-01-06T20:44:47Z,2023-01-06T20:52:38Z,S010863,1.0533333333333335,EUR,ponyMember
,2023-01-06T21:49:52Z,2023-01-06T22:00:32Z,S010863,1.425,EUR,
,2023-01-06T22:36:59Z,2023-01-06T22:40:18Z,S010863,0.7833333333333334,EUR,
,2023-01-06T22:46:16Z,2023-01-06T22:52:08Z,S010863,0.9666666666666667,EUR,
,2023-01-07T03:03:18Z,2023-01-07T03:11:43Z,S010863,1.2416666666666667,EUR,
,2023-01-07T04:14:50Z,2023-01-07T04:24:30Z,S010863,1.3333333333333335,EUR,
,2023-01-07T06:13:37Z,2023-01-07T06:21:50Z,S010863,1.2416666666666667,EUR,
,2023-01-07T17:09:38Z,2023-01-07T17:12:34Z,S003132,0.3375,EUR,
,2023-01-07T17:20:37Z,2023-01-07T17:24:28Z,S003132,0.45,EUR,
,2023-01-07T18:15:20Z,2023-01-07T18:18:23Z,S003132,0.45,EUR,
,2023-01-07T18:28:02Z,2023-01-07T18:31:45Z,S003132,0.45,EUR,
,2023-01-07T19:38:24Z,2023-01-07T19:41:35Z,S003132,0.45,EUR,
,2023-01-07T21:01:49Z,2023-01-07T21:11:40Z,S003132,2.0833333333333335,EUR,
,2023-01-07T21:46:26Z,2023-01-07T22:09:18Z,S003132,1,EUR,ponyMember
,2023-01-08T01:40:40Z,2023-01-08T01:49:35Z,S010863,1.2416666666666667,EUR,
,2023-01-08T03:06:44Z,2023-01-08T03:12:09Z,S010863,0.9666666666666667,EUR,
,2023-01-08T03:26:36Z,2023-01-08T03:31:27Z,S010863,0.875,EUR,
,2023-01-08T04:35:47Z,2023-01-08T05:05:19Z,S003132,3.375,EUR,
,2023-01-08T13:26:41Z,2023-01-08T13:36:00Z,S003132,1.125,EUR,
,2023-01-08T13:37:34Z,2023-01-08T13:41:15Z,S003132,0.45,EUR,
,2023-01-08T13:46:57Z,2023-01-08T14:00:45Z,S003132,1.575,EUR,
,2023-01-08T19:41:44Z,2023-01-08T19:46:47Z,S003132,0.675,EUR,
,2023-01-08T19:47:09Z,2023-01-08T19:53:06Z,S010863,0.87,EUR,ponyMember
,2023-01-08T19:59:02Z,2023-01-08T20:03:48Z,S010863,0.875,EUR,
,2023-01-08T20:35:14Z,2023-01-08T20:39:25Z,S003132,1.0416666666666667,EUR,
,2023-01-09T09:43:48Z,2023-01-09T09:46:54Z,S010863,0.7833333333333334,EUR,
,2023-01-09T10:19:53Z,2023-01-09T10:27:46Z,S010863,1.15,EUR,
,2023-01-09T11:33:00Z,2023-01-09T11:36:39Z,S003132,0.45,EUR,
,2023-01-09T11:38:35Z,2023-01-09T11:43:25Z,S003132,0.5625,EUR,
,2023-01-09T14:18:06Z,2023-01-09T14:23:08Z,S010863,0.9666666666666667,EUR,
,2023-01-09T17:32:46Z,2023-01-09T17:35:18Z,S003132,0.3375,EUR,
,2023-01-09T18:24:36Z,2023-01-09T18:25:58Z,S003132,0.225,EUR,
,2023-01-09T19:17:36Z,2023-01-09T19:34:02Z,S003132,1,EUR,ponyMember
,2023-01-09T22:02:42Z,2023-01-09T22:08:46Z,S010863,1.0583333333333333,EUR,
,2023-01-09T22:11:47Z,2023-01-09T22:27:59Z,S003132,1,EUR,ponyMember
,2023-01-10T06:01:41Z,2023-01-10T06:05:09Z,S003132,0.45,EUR,
,2023-01-10T12:28:40Z,2023-01-10T12:35:03Z,S010863,1.0583333333333333,EUR,
,2023-01-10T14:30:02Z,2023-01-10T15:00:36Z,S003132,3.4875,EUR,
,2023-01-10T19:00:14Z,2023-01-10T19:03:50Z,S003132,0.45,EUR,
,2023-01-10T22:04:49Z,2023-01-10T22:05:36Z,S010863,0,EUR,
,2023-01-10T22:06:50Z,2023-01-10T22:07:10Z,S010863,0,EUR,
,2023-01-10T22:08:57Z,2023-01-10T22:13:01Z,S010863,0.875,EUR,
,2023-01-11T00:09:11Z,2023-01-11T00:13:17Z,S010863,0.875,EUR,
,2023-01-11T09:55:36Z,2023-01-11T09:58:15Z,S010863,0.6916666666666668,EUR,
,2023-01-11T12:10:27Z,2023-01-11T12:16:36Z,S010863,1.0583333333333333,EUR,
,2023-01-11T17:30:50Z,2023-01-11T17:37:16Z,S003132,0.7875,EUR,
,2023-01-11T17:50:19Z,2023-01-11T17:54:39Z,S003132,0.5625,EUR,
,2023-01-11T18:50:04Z,2023-01-11T19:02:44Z,S010863,1.6083333333333334,EUR,
,2023-01-11T19:03:43Z,2023-01-11T19:13:36Z,S010863,1.3333333333333335,EUR,
,2023-01-12T12:14:02Z,2023-01-12T12:14:23Z,S010863,0,EUR,
,2023-01-12T21:15:21Z,2023-01-12T21:19:46Z,S003132,1.0416666666666667,EUR,
,2023-01-12T23:16:37Z,2023-01-12T23:25:15Z,S003132,1,EUR,ponyMember
,2023-01-13T01:21:32Z,2023-01-13T01:23:32Z,S003132,0.41666666666666674,EUR,
,2023-01-13T01:42:43Z,2023-01-13T01:54:38Z,S003132,1,EUR,ponyMember
,2023-01-13T01:55:06Z,2023-01-13T02:11:38Z,S003132,1,EUR,ponyMember
,2023-01-13T11:50:39Z,2023-01-13T11:54:23Z,S003132,0.45,EUR,
,2023-01-13T12:07:41Z,2023-01-13T12:15:30Z,S003132,0.9,EUR,
,2023-01-13T12:16:10Z,2023-01-13T12:22:37Z,S003132,0.7875,EUR,
,2023-01-13T18:15:19Z,2023-01-13T18:38:14Z,S010863,2.525,EUR,
,2023-01-13T20:05:54Z,2023-01-13T20:12:25Z,S010863,1.0583333333333333,EUR,
,2023-01-13T21:10:30Z,2023-01-13T21:20:26Z,S010863,1.3333333333333335,EUR,
,2023-01-14T08:18:48Z,2023-01-14T08:26:41Z,S010863,1.15,EUR,
,2023-01-14T09:34:35Z,2023-01-14T09:41:10Z,S010863,1.0583333333333333,EUR,
,2023-01-15T02:05:14Z,2023-01-15T02:08:47Z,S003132,0.8333333333333335,EUR,
,2023-01-15T02:41:33Z,2023-01-15T03:17:18Z,S003132,1,EUR,ponyMember
,2023-01-15T11:50:50Z,2023-01-15T11:54:56Z,S003132,0.5625,EUR,
,2023-01-15T12:31:16Z,2023-01-15T12:34:20Z,S003132,0.45,EUR,
,2023-01-15T12:43:18Z,2023-01-15T13:12:18Z,S003132,3.2625,EUR,
,2023-01-15T13:45:23Z,2023-01-15T13:53:02Z,S010863,1.15,EUR,
,2023-01-16T10:10:15Z,2023-01-16T10:13:18Z,S010863,0.7833333333333334,EUR,
,2023-01-16T11:48:37Z,2023-01-16T11:51:05Z,S010863,0.6916666666666668,EUR,
,2023-01-16T12:50:36Z,2023-01-16T13:19:59Z,S010863,3.166666666666667,EUR,
,2023-01-16T18:40:02Z,2023-01-16T19:05:17Z,S010863,2.8,EUR,
,2023-01-16T21:31:08Z,2023-01-16T21:34:33Z,S010863,0.7833333333333334,EUR,
,2023-01-17T00:28:09Z,2023-01-17T00:33:57Z,S010863,0.9666666666666667,EUR,
,2023-01-17T00:36:39Z,2023-01-17T00:40:29Z,S010863,0.7833333333333334,EUR,
,2023-01-17T14:49:08Z,2023-01-17T14:54:58Z,S010863,0.9666666666666667,EUR,
,2023-01-17T15:36:30Z,2023-01-17T15:39:45Z,S010863,0.7833333333333334,EUR,
,2023-01-17T17:40:25Z,2023-01-17T17:44:38Z,S003132,0.5625,EUR,
,2023-01-17T18:11:17Z,2023-01-17T18:26:15Z,S010863,1.791666666666667,EUR,
,2023-01-17T18:25:39Z,2023-01-17T18:31:38Z,S003132,0.675,EUR,
,2023-01-17T22:26:09Z,2023-01-17T22:28:45Z,S010863,0.6916666666666668,EUR,
,2023-01-18T05:33:13Z,2023-01-18T05:37:52Z,S010863,0.875,EUR,
,2023-01-18T16:37:16Z,2023-01-18T16:48:52Z,S010863,1.42,EUR,ponyMember
,2023-01-18T17:05:33Z,2023-01-18T17:28:42Z,S010863,2.6166666666666667,EUR,
,2023-01-19T07:31:45Z,2023-01-19T07:43:46Z,S003132,1.4625,EUR,
,2023-01-19T08:40:27Z,2023-01-19T08:46:23Z,S003132,1,EUR,ponyMember
,2023-01-19T10:26:42Z,2023-01-19T10:27:35Z,S010863,0,EUR,
,2023-01-19T10:27:47Z,2023-01-19T10:28:10Z,S010863,0,EUR,
,2023-01-19T12:19:55Z,2023-01-19T12:33:27Z,S003132,1.575,EUR,
,2023-01-19T12:48:51Z,2023-01-19T13:02:30Z,S010863,1.7,EUR,
,2023-01-19T13:25:10Z,2023-01-19T13:39:27Z,S003132,1.6875,EUR,
,2023-01-19T13:50:47Z,2023-01-19T14:17:28Z,S003132,3.0375,EUR,
,2023-01-19T14:54:23Z,2023-01-19T15:08:24Z,S003132,1,EUR,ponyMember
,2023-01-19T16:01:22Z,2023-01-19T16:16:34Z,S010863,1.8833333333333335,EUR,
,2023-01-19T16:27:18Z,2023-01-19T16:33:42Z,S010863,1.0583333333333333,EUR,
,2023-01-19T16:46:08Z,2023-01-19T16:53:45Z,S010863,1.15,EUR,
,2023-01-19T17:11:21Z,2023-01-19T17:12:40Z,S010863,0.5033333333333334,EUR,ponyMember
,2023-01-19T17:13:29Z,2023-01-19T17:13:55Z,S010863,0,EUR,
,2023-01-19T17:23:18Z,2023-01-19T17:23:46Z,S010863,0,EUR,
,2023-01-19T17:24:15Z,2023-01-19T17:31:51Z,S010863,1.15,EUR,
,2023-01-19T18:45:16Z,2023-01-19T18:48:16Z,S010863,0.6916666666666668,EUR,
,2023-01-19T19:25:57Z,2023-01-19T19:32:58Z,S010863,1.15,EUR,
,2023-01-20T12:25:40Z,2023-01-20T12:26:48Z,S003132,1,EUR,ponyMember
,2023-01-20T14:57:55Z,2023-01-20T14:58:51Z,S003132,0,EUR,
,2023-01-20T15:15:23Z,2023-01-20T15:16:38Z,S003132,0.225,EUR,
,2023-01-20T23:14:36Z,2023-01-20T23:20:04Z,S010863,0.9666666666666667,EUR,
,2023-01-20T23:28:58Z,2023-01-20T23:30:35Z,S003132,0.41666666666666674,EUR,
,2023-01-21T01:14:54Z,2023-01-21T01:30:44Z,S010863,1.8833333333333335,EUR,
,2023-01-21T01:43:06Z,2023-01-21T01:52:49Z,S010863,1.3333333333333335,EUR,
,2023-01-21T09:05:41Z,2023-01-21T09:08:31Z,S003132,1,EUR,ponyMember
,2023-01-21T11:03:18Z,2023-01-21T11:13:25Z,S010863,1.425,EUR,
,2023-01-21T11:17:47Z,2023-01-21T11:26:28Z,S010863,1.2416666666666667,EUR,
,2023-01-21T11:54:07Z,2023-01-21T11:55:08Z,S003132,0.225,EUR,
,2023-01-21T21:12:03Z,2023-01-21T21:20:37Z,S010863,1.145,EUR,ponyMember
,2023-01-21T21:34:03Z,2023-01-21T21:54:08Z,S010863,0.09166666666666667,EUR,coupon
,2023-01-21T22:18:01Z,2023-01-21T22:25:49Z,S010863,1.15,EUR,
,2023-01-21T23:23:50Z,2023-01-21T23:27:57Z,S010863,0.875,EUR,
,2023-01-22T14:32:52Z,2023-01-22T14:38:05Z,S010863,0.9666666666666667,EUR,
,2023-01-22T18:08:41Z,2023-01-22T18:17:22Z,S010863,1.2416666666666667,EUR,
,2023-01-23T06:48:08Z,2023-01-23T06:55:20Z,S010863,1.0533333333333335,EUR,ponyMember
,2023-01-23T10:19:54Z,2023-01-23T10:20:42Z,S003132,0,EUR,
-NMV1c8OYiEltUOnEMpL,2023-01-23T19:11:03Z,2023-01-23T19:16:48Z,S010863,0.9666666666666667,,
-NMVa8leCP72OyGpW0l6,2023-01-23T21:46:15Z,2023-01-23T21:59:37Z,S010863,1.7,,
-NMVowrmkH_VhtjOICMD,2023-01-23T22:50:55Z,2023-01-23T22:51:30Z,S010863,0,,
-NMVp9MbWtbQS80nGERh,2023-01-23T22:51:50Z,2023-01-23T22:52:23Z,S010863,0,,
-NMXr9TNETdsyRopaAX0,2023-01-24T08:19:49Z,2023-01-24T08:20:57Z,S010863,0.6,,
-NMXskUU2sohE1XdLMQg,2023-01-24T08:26:47Z,2023-01-24T08:40:35Z,S010863,1.7,,
-NMcd4ONXYhlrYwvBGhL,2023-01-25T11:16:02Z,2023-01-25T11:16:35Z,S010863,0,,
-NMcntxhloKREkTOXlHk,2023-01-25T12:03:18Z,2023-01-25T12:03:30Z,S010863,0,,
-NMd8xLMSDVQHyIjKEpC,2023-01-25T13:39:39Z,2023-01-25T13:48:04Z,S010863,1.2416666666666667,,
-NMd_JOcNfY951jUlD03,2023-01-25T15:39:12Z,2023-01-25T15:50:33Z,S010863,1.5166666666666668,,
-NMfRtpd6d2WLhPNts_g,2023-01-26T00:21:40Z,2023-01-26T00:27:27Z,S010863,0.9666666666666667,,
-NMg7QK8v9S3jKpDku0r,2023-01-26T03:31:50Z,2023-01-26T03:41:18Z,S010863,1.3333333333333335,,
-NMgFZscjFTtVIRVQVJa,2023-01-26T04:07:26Z,2023-01-26T04:29:44Z,S010863,2.525,,
-NMicvKp1li5BD8XpCG5,2023-01-26T15:13:04Z,2023-01-26T15:14:05Z,S003132,0.225,,
-NMnaOnijRQbJxFYGDsZ,2023-01-27T14:20:08Z,2023-01-27T14:28:09Z,S010863,1.15,,
-NMnvyGCp71-FhJ2k7v5,2023-01-27T15:54:23Z,2023-01-27T16:34:04Z,S010863,4.083333333333334,,
-NMoB2PvESCvvgBEZKs-,2023-01-27T17:04:38Z,2023-01-27T17:09:24Z,S010863,0.875,,
-NModlpqLnA-_CzXAFy-,2023-01-27T19:14:30Z,2023-01-27T19:36:40Z,S010863,2.525,,
-NMtYu1L4CHT9Au2pzgE,2023-01-28T18:06:57Z,2023-01-28T18:18:51Z,S010863,1.5166666666666668,EUR,
-NMxereP8DsHr1Pk3KBj,2023-01-29T13:15:51Z,2023-01-29T13:21:57Z,S010863,1.0583333333333333,EUR,
-NN0o1eVEQ-ZrxmtIAX8,2023-01-30T08:34:24Z,2023-01-30T08:48:35Z,S010863,1.791666666666667,EUR,
-NN1_nlXHIPm7XfO6ZK_,2023-01-30T12:11:51Z,2023-01-30T12:13:15Z,S003132,1,EUR,ponyMember
-NN1cuXeQc3v3QTvm5YA,2023-01-30T12:25:25Z,2023-01-30T12:30:47Z,S010863,0.9666666666666667,EUR,
-NN1nMpsY-6kJlTjdr_5,2023-01-30T13:11:06Z,2023-01-30T13:14:57Z,S003132,1,EUR,ponyMember
-NN1r-caTkvomCCsoMra,2023-01-30T13:27:00Z,2023-01-30T13:36:52Z,S010863,1.3333333333333335,EUR,
-NN1wmwZRLnxD29AHIw3,2023-01-30T13:52:17Z,2023-01-30T13:52:58Z,S003132,0,EUR,
-NN1x1Hya2hjsyOBlFnS,2023-01-30T13:53:19Z,2023-01-30T13:54:06Z,S003132,0,EUR,
-NN2eH9PlnrYmxAXh1wK,2023-01-30T17:11:01Z,2023-01-30T17:23:29Z,S010863,1.511666666666667,EUR,ponyMember
-NN35_Tw3odrECHoCbkz,2023-01-30T19:14:40Z,2023-01-30T19:22:38Z,S010863,1.15,EUR,
-NN3s_3a2HNcPmBLO_Q-,2023-01-30T22:53:06Z,2023-01-30T22:59:05Z,S010863,0.9666666666666667,EUR,
-NN5nUi5Bqy3kkMCA-0J,2023-01-31T07:50:07Z,2023-01-31T07:53:35Z,S010863,0.7833333333333334,EUR,
-NN5wrdLywO-Qtj14z3n,2023-01-31T08:31:05Z,2023-01-31T08:39:10Z,S010863,1.2416666666666667,EUR,
-NN6NPMzZmVA7VwkOYKx,2023-01-31T10:31:25Z,2023-01-31T10:37:57Z,S010863,1.0583333333333333,EUR,
-NN6TOvE7IMUXp-F-xU4,2023-01-31T10:57:36Z,2023-01-31T11:02:26Z,S010863,0.875,EUR,
-NN6W7PXmwgyxFFHHtMG,2023-01-31T11:09:31Z,2023-01-31T11:25:48Z,S010863,1.975,EUR,
-NN6dpV7fVK4hcTf-WYe,2023-01-31T11:47:32Z,2023-01-31T11:56:34Z,S010863,1.3333333333333335,EUR,
